Facility,State,Name,Staff Confirmed,Residents confirmed,Staff Deaths,Resident Deaths,Date
Prison,Florida,Marion CI,1,0,,,4/1/2020
Prison,Florida,Sumter CI,1,0,,,4/1/2020
Prison,Florida,Zephyrhills CI,1,0,,,4/1/2020
Prison,Florida,Community Corrections Region 3,1,n/a,,,4/1/2020
Prison,Florida,Community Corrections Region 4,1,n/a,,,4/1/2020
Prison,Georgia,Autry State Prison,1,0,,,4/1/2020
Prison,Georgia,Bainbridge PSAT,1,1,,,4/1/2020
Prison,Georgia,Burruss CTC,1,0,,,4/1/2020
Prison,Georgia,Calhoun State Prison,1,0,,,4/1/2020
Prison,Georgia,Johnson State Prison,0,1,,,4/1/2020
Prison,Georgia,Lee State Prison,5,7,,1,4/1/2020
Prison,Georgia,Phillips State Prison,1,1,,,4/1/2020
Prison,Georgia,Phillips TC,1,0,,,4/1/2020
Prison,Georgia,Ware State Prison,1,0,,,4/1/2020
Prison,Georgia,Mitchell County CI,0,3,,,4/1/2020
Prison,Georgia,Wheeler Correctional Facility,0,1,,,4/1/2020
Prison,Hawaii,State-Wide,,,,,4/1/2020
Prison,Idaho,State-Wide,,,,,4/1/2020
Prison,Illinois,Crossroads ATC,1,0,,,4/1/2020
Prison,Illinois,Joliet Treatment Center,1,0,,,4/1/2020
Prison,Illinois,Menard,1,0,,,4/1/2020
Prison,Illinois,North Lawndale ATC ,1,4,,,4/1/2020
Prison,Illinois,Sheridan,1,0,,,4/1/2020
Prison,Illinois,Stateville,16,48.00,,1,4/1/2020
Prison,Illinois,Stateville NRC,4,0,,,4/1/2020
Prison,Indiana,State-Wide,,0,,,4/1/2020
Prison,Iowa,State-Wide,,,,,4/1/2020
Prison,Kansas,El Dorado,0,0,,,4/1/2020
Prison,Kansas,Ellsworth,0,0,,,4/1/2020
Prison,Kansas,Hutchinson,0,0,,,4/1/2020
Prison,Kansas,Lansing,3,0,,,4/1/2020
Prison,Kansas,Larned,0,0,,,4/1/2020
Prison,Kansas,Norton,0,0,,,4/1/2020
Prison,Kansas,Topeka,0,0,,,4/1/2020
Prison,Kansas,Winfield,0,0,,,4/1/2020
Prison,Kansas,Wichita Work Release,0,0,,,4/1/2020
Prison,Kansas,KJCC,0,0,,,4/1/2020
Prison,Kentucky,State-Wide,1,,,,4/1/2020
Prison,Louisiana,Allen Correctional Center,0,0,,,4/1/2020
Prison,Louisiana,B.B. Rayburn Correctional Center,0,4,,,4/1/2020
Prison,Louisiana,David Wade Correctional Center,1,0,,,4/1/2020
Prison,Louisiana,Dixon Correctional Institute,1,1,,,4/1/2020
Prison,Louisiana,Elayn Hunt Correctional Center,2,0,,,4/1/2020
Prison,Louisiana,Louisiana Correctional Institute for Women,0,0,,,4/1/2020
Prison,Louisiana,Louisiana State Penitentiary,5,0,,,4/1/2020
Prison,Louisiana,Raymond Laborde Correctional Center,5,0,,,4/1/2020
Prison,Maine,State-Wide (Adult),,,,,4/1/2020
Prison,Maine,State-Wide (Juvenile),,,,,4/1/2020
Prison,Maryland,State-Wide,,1,,,4/1/2020
Prison,Massachusetts,State-Wide,4,17,,,4/1/2020
Prison,Michigan,Detroit Reentry Center,2,9,,,4/1/2020
Prison,Michigan,Duane Waters Health Center,,3,,,4/1/2020
Prison,Michigan,Kinross Correctional Facility,,1,,,4/1/2020
Prison,Michigan,Lakeland Correctional Facility,,14,,,4/1/2020
Prison,Michigan,Macomb Correctional Facility,,38,,,4/1/2020
Prison,Michigan,Newberry Correctional Facility ,,1,,,4/1/2020
Prison,Michigan,Parnall Correctional Facility,,59,,,4/1/2020
Prison,Michigan,Women's Huron Valley Correctional Facility,,14,,,4/1/2020
Prison,Michigan,Woodland Center Correctional Facility,,2,,,4/1/2020
Prison,Minnesota,Togo,,0,,,4/1/2020
Prison,Minnesota,Willow River,,0,,,4/1/2020
Prison,Minnesota,Moose Lake,,3,,,4/1/2020
Prison,Minnesota,Rush City,,0,,,4/1/2020
Prison,Minnesota,St. Cloud,,0,,,4/1/2020
Prison,Minnesota,Lino Lakes,,0,,,4/1/2020
Prison,Minnesota,Stillwater,,0,,,4/1/2020
Prison,Minnesota,Oak Park Heights,,0,,,4/1/2020
Prison,Minnesota,Shakopee,,0,,,4/1/2020
Prison,Minnesota,Faribault,,0,,,4/1/2020
Prison,Minnesota,Red Wing,,0,,,4/1/2020
Prison,Mississippi,State-Wide,,0,,,4/1/2020
Prison,Missouri,State-Wide,,1,,,4/1/2020
Prison,Montana,State-Wide,,0,,,4/1/2020
Prison,Nebraska,State-Wide,,,,,4/1/2020
Prison,Nevada,State-Wide,1,,,,4/1/2020
Prison,New Hampshire,State-Wide,0,0,,,4/1/2020
Prison,New Jersey,State-Wide,2,2,,,4/1/2020
Prison,New Mexico,State-Wide,,,,,4/1/2020
Prison,New York,State-Wide,105,14,,,4/1/2020
Prison,North Carolina,State-Wide,,1,,,4/1/2020
Prison,North Dakota,NDSP,,0,,,4/1/2020
Prison,North Dakota,JRCC,,0,,,4/1/2020
Prison,North Dakota,MRCC,,0,,,4/1/2020
Prison,North Dakota,YCC,,0,,,4/1/2020
Prison,Ohio,State-Wide,1,,,,4/1/2020
Prison,Oklahoma,State-Wide,,,,,4/1/2020
Prison,Oregon,Coffee Creek Correctional Facility,0,0,,,4/1/2020
Prison,Oregon,Columbia River Correctional Institution,0,0,,,4/1/2020
Prison,Oregon,Deer Ridge Correctional Institution,0,0,,,4/1/2020
Prison,Oregon,Eastern Oregon Correctional Institution,0,0,,,4/1/2020
Prison,Oregon,Mill Creek Correctional Facility,0,0,,,4/1/2020
Prison,Oregon,Oregon State Correctional Institution,0,0,,,4/1/2020
Prison,Oregon,Oregon State Penitentiary,1,0,,,4/1/2020
Prison,Oregon,Powder River Correctional Facility,0,0,,,4/1/2020
Prison,Oregon,Santiam Correctional Institution,0,0,,,4/1/2020
Prison,Oregon,Shutter Creek Correctional Institution,0,0,,,4/1/2020
Prison,Oregon,Snake River Correctional Institution,0,0,,,4/1/2020
Prison,Oregon,South Fork Forest Camp,0,0,,,4/1/2020
Prison,Oregon,Two Rivers Correctional Institution,0,0,,,4/1/2020
Prison,Oregon,Warner Creek Correctional Facility,0,0,,,4/1/2020
Prison,Pennsylvania,State-Wide,3,2,,,4/1/2020
Prison,Rhode Island,State-Wide,1,,,,4/1/2020
Prison,South Carolina,State-Wide,4,,,,4/1/2020
Prison,South Dakota,State-Wide,1,,,,4/1/2020
Prison,Tennessee,State-Wide,1,,,,4/1/2020
Prison,Texas,State-Wide,13,3,,,4/1/2020
Prison,Utah,State-Wide,0,0,,,4/1/2020
Prison,Vermont,State-Wide,2,0,,,4/1/2020
Prison,Virginia,State-Wide,4,3,,,4/1/2020
Prison,Washington,Airway Heights Corrections Center,0,0,,,4/1/2020
Prison,Washington,Cedar Creek Corrections Center,0,0,,,4/1/2020
Prison,Washington,Clallam Bay Corrections Center,0,0,,,4/1/2020
Prison,Washington,Coyote Ridge Corrections Center,0,0,,,4/1/2020
Prison,Washington,Larch Corrections Center,0,0,,,4/1/2020
Prison,Washington,Mission Creek Corrections Center for Women,0,0,,,4/1/2020
Prison,Washington,Monroe Correctional Complex,3,0,,,4/1/2020
Prison,Washington,Olympic Corrections Center,0,0,,,4/1/2020
Prison,Washington,Stafford Creek Corrections Center,0,0,,,4/1/2020
Prison,Washington,Washington Corrections Center,1,0,,,4/1/2020
Prison,Washington,Washington Corrections Center for Women,0,0,,,4/1/2020
Prison,Washington,Washington State Penitentiary,0,0,,,4/1/2020
Prison,West Virginia,State-Wide,,,,,4/1/2020
Prison,Wisconsin,Columbia Correctional Institution,2,0,,,4/1/2020
Prison,Wisconsin,Milwaukee Secure Detention Facility,2,0,,,4/1/2020
Prison,Wisconsin,Waupun Correctional Institution,1,0,,,4/1/2020
Prison,Wyoming,State-Wide,0,0,,,4/1/2020
Prison,Federal,MDC Brooklyn ,,1,,,4/1/2020
Prison,Federal,FCC Oakdale,,11,,,4/1/2020
Prison,Federal,USP Atlanta,,4,,,4/1/2020
Prison,Federal,MCC New York,,4,,,4/1/2020
Prison,Federal,FMC Butner,,9,,,4/1/2020
Prison,Federal,FCI Otisville,,1,,,4/1/2020
Prison,Federal,FCI Danbury,,9,,,4/1/2020
Prison,Federal,FCC Lompoc,,6,,,4/1/2020
Prison,Federal,FCI Elkton,,2,,,4/1/2020
Prison,Federal,"USP Canaan, PA",,1,,,4/1/2020
Prison,Federal,"Forrest City, AK",,2,,,4/1/2020
Prison,Federal,"Yazoo City, MS",,1,,,4/1/2020
Prison,Federal,"RRC Phoenix, AZ",,1,,,4/1/2020
Prison,Federal,"RRC Brooklyn, NY",,4,,,4/1/2020
Prison,Federal,"RRC Janesville, WI",,1,,,4/1/2020
