Facility,State,Name,Staff Confirmed,Residents confirmed,Staff Deaths,Resident Deaths,Date
Prison,Virginia,Baskerville Correctional Center,0,0,,,4/6/2020
Prison,Virginia,Bland Correctional Center,0,0,,,4/6/2020
Prison,Virginia,Brunswick CCAP,0,0,,,4/6/2020
Prison,Virginia,Buckingham Correctional Center,0,0,,,4/6/2020
Prison,Virginia,Caroline Correctional Unit,0,0,,,4/6/2020
Prison,Virginia,Central Virginia Correctional Unit #13,0,6,,,4/6/2020
Prison,Virginia,Chesterfield Women’s CCAP,0,0,,,4/6/2020
Prison,Virginia,Coffeewood Correctional Center,0,0,,,4/6/2020
Prison,Virginia,Cold Springs CCAP,0,0,,,4/6/2020
Prison,Virginia,Cold Springs Correctional Unit #10,0,0,,,4/6/2020
Prison,Virginia,Deerfield Correctional Center,0,0,,,4/6/2020
Prison,Virginia,Deerfield Men's Work Center,0,0,,,4/6/2020
Prison,Virginia,Deerfield Men's Work Center 2,0,0,,,4/6/2020
Prison,Virginia,Dillwyn Correctional Center,0,0,,,4/6/2020
Prison,Virginia,Fluvanna Correctional Center for Women,0,0,,,4/6/2020
Prison,Virginia,Green Rock Correctional Center,0,0,,,4/6/2020
Prison,Virginia,Greensville Correctional Center,0,0,,,4/6/2020
Prison,Virginia,Greensville Work Center,0,0,,,4/6/2020
Prison,Virginia,Halifax Correctional Unit,0,0,,,4/6/2020
Prison,Virginia,Harrisonburg Men’s CCAP,0,0,,,4/6/2020
Prison,Virginia,Haynesville Correctional Center,1,0,,,4/6/2020
Prison,Virginia,Haynesville Correctional Unit #17,0,0,,,4/6/2020
Prison,Virginia,Indian Creek Correctional Center,1,0,,,4/6/2020
Prison,Virginia,Keen Mountain Correctional Center,0,0,,,4/6/2020
Prison,Virginia,Lawrenceville Correctional Center,0,0,,,4/6/2020
Prison,Virginia,Lunenburg Correctional Center,0,0,,,4/6/2020
Prison,Virginia,Marion Correctional Treatment Center,0,0,,,4/6/2020
Prison,Virginia,Nottoway Correctional Center,0,0,,,4/6/2020
Prison,Virginia,Nottoway Work Center,0,0,,,4/6/2020
Prison,Virginia,Patrick Henry Correctional Unit,0,0,,,4/6/2020
Prison,Virginia,Pocahontas State Correctional Center,0,0,,,4/6/2020
Prison,Virginia,Red Onion State Prison,0,0,,,4/6/2020
Prison,Virginia,River North Correctional Center,0,0,,,4/6/2020
Prison,Virginia,Rustburg Correctional Unit,0,0,,,4/6/2020
Prison,Virginia,St. Brides Correctional Center,0,0,,,4/6/2020
Prison,Virginia,Stafford Men’s CCAP,0,0,,,4/6/2020
Prison,Virginia,State Farm Correctional Center,1,0,,,4/6/2020
Prison,Virginia,State Farm Enterprise Unit,0,0,,,4/6/2020
Prison,Virginia,State Farm Work Center,0,0,,,4/6/2020
Prison,Virginia,Sussex I State Prison,0,0,,,4/6/2020
Prison,Virginia,Sussex II State Prison,0,0,,,4/6/2020
Prison,Virginia,Virginia Correctional Center for Women,4,12,,,4/6/2020
Prison,Virginia,Wallens Ridge State Prison,0,0,,,4/6/2020
Prison,Virginia,Wise Correctional Unit,0,0,,,4/6/2020
Prison,Virginia,Probation & Parole — Eastern Region,2,,,,4/6/2020
Prison,Virginia,Probation & Parole — Central Region,0,,,,4/6/2020
Prison,Virginia,Probation & Parole — Western Region,0,,,,4/6/2020
Prison,Virginia,Community Hospital Patients,0,1,,,4/6/2020
Prison,Washington,Airway Heights Corrections Center,0,0,,,4/6/2020
Prison,Washington,Cedar Creek Corrections Center,0,0,,,4/6/2020
Prison,Washington,Clallam Bay Corrections Center,0,0,,,4/6/2020
Prison,Washington,Coyote Ridge Corrections Center,1,0,,,4/6/2020
Prison,Washington,Larch Corrections Center,0,0,,,4/6/2020
Prison,Washington,Mission Creek Corrections Center for Women,0,0,,,4/6/2020
Prison,Washington,Monroe Correctional Complex,3,1,,,4/6/2020
Prison,Washington,Olympic Corrections Center,0,0,,,4/6/2020
Prison,Washington,Stafford Creek Corrections Center,0,0,,,4/6/2020
Prison,Washington,Washington Corrections Center,2,0,,,4/6/2020
Prison,Washington,Washington Corrections Center for Women,0,0,,,4/6/2020
Prison,Washington,Washington State Penitentiary,0,0,,,4/6/2020
Prison,West Virginia,State-Wide,,,,,4/6/2020
Prison,Wisconsin,Columbia Correctional Institution,2,2,,,4/6/2020
Prison,Wisconsin,Milwaukee Secure Detention Facility,4,0,,,4/6/2020
Prison,Wisconsin,Oshkosh Correctional Institution,0,2,,,4/6/2020
Prison,Wisconsin,Waupun Correctional Institution,1,0,,,4/6/2020
Prison,Wyoming,State-Wide,0,0,,,4/6/2020
Prison,Federal,USP Atlanta ,3,10,0,0,4/6/2020
Prison,Federal,"RRC Phoenix, AZ",0,1,0,0,4/6/2020
Prison,Federal,FCI Bennettsville,0,1,0,0,4/6/2020
Prison,Federal,MDC Brooklyn,6,2,0,0,4/6/2020
Prison,Federal,FCI Butner Low ,0,14,0,0,4/6/2020
Prison,Federal,FMC Butner,1,1,0,0,4/6/2020
Prison,Federal,FCI Butner Medium I ,0,39,0,0,4/6/2020
Prison,Federal,"RRC Brooklyn, NY ",0,4,0,0,4/6/2020
Prison,Federal,USP Canaan,1,1,0,0,4/6/2020
Prison,Federal,FMC Carswell,0,1,0,0,4/6/2020
Prison,Federal,"Central Office, Washington, DC; ",1,0,0,0,4/6/2020
Prison,Federal,"RRC Chicago, IL",0,1,0,0,4/6/2020
Prison,Federal,MMC Chicago,3,0,0,0,4/6/2020
Prison,Federal,"RRC Wilmington, DE",0,1,0,0,4/6/2020
Prison,Federal,FCI Cumberland,0,1,0,0,4/6/2020
Prison,Federal,FCI Danbury ,7,22,0,0,4/6/2020
Prison,Federal,"RRC St Louis, MO",0,1,0,0,4/6/2020
Prison,Federal,FCI Elkton ,1,8,0,3,4/6/2020
Prison,Federal,FCI Forrest City Low ,2,9,0,0,4/6/2020
Prison,Federal,FCI Forrest City Medium ,2,2,0,0,4/6/2020
Prison,Federal,FCI Fort Dix,1,0,0,0,4/6/2020
Prison,Federal,"Grand Prairie Office Complex, Grand Prairie, TX; ",1,0,0,0,4/6/2020
Prison,Federal,USP Leavenworth,1,0,0,0,4/6/2020
Prison,Federal,USP Lompoc,5,23,0,0,4/6/2020
Prison,Federal,FCI Milan ,1,3,0,0,4/6/2020
Prison,Federal,MCC New York ,6,4,0,0,4/6/2020
Prison,Federal,FCI Oakdale I ,4,22,0,5,4/6/2020
Prison,Federal,FCI Otisville,3,1,0,0,4/6/2020
Prison,Federal,FCI Ray Brook,6,0,0,0,4/6/2020
Prison,Federal,"Southeast Regional Office, Atlanta, GA.",1,0,0,0,4/6/2020
Prison,Federal,FCI Talladega,3,0,0,0,4/6/2020
Prison,Federal,FCI Tucson,1,0,0,0,4/6/2020
Prison,Federal,"RRC Metairie, LA",0,1,0,0,4/6/2020
Prison,Federal,FCI Yazoo City Medium ,1,6,0,0,4/6/2020
Prison,Federal,FCI Yazoo City Low ,2,2,0,0,4/6/2020
Prison,Federal,USP Yazoo City ,0,14,0,0,4/6/2020
Prison,Federal,"RRC Baltimore, MD",0,1,0,0,4/6/2020
Prison,Federal,"RRC Dallas, TX",0,1,0,0,4/6/2020
Prison,Federal,FLM Guam,0,1,0,0,4/6/2020
